id	dedup_key	payload_json	cso_classification	created_at	title	ordering_agency	department	unit_task	production_date	disclosure_status	subject_category	content_summary	body_text	body_file_path	non_disclosure_reason	cso_sub_clause	performing_agency	start_date	end_date	source	doc_type	other_file_paths	table_of_contents
20090	me::https://me.go.kr/home/web/law/read.do?menuId=71&condition.typeCode=admrul&typeCode=admrul&lawSeq=513	{"title":"전기안전관리자 선임·해임 신고 및 위탁업무 수행기관 지정","ordering_agency":"산업통상부","department":null,"unit_task":null,"production_date":"2021-12-02","disclosure_status":"공개","subject_category":null,"content_summary":null,"body_text":null,"body_file_path":null,"table_of_contents":null,"other_file_paths":[],"non_disclosure_reason":null,"cso_classification":"O","cso_sub_clause":null,"performing_agency":null,"start_date":null,"end_date":null,"source":"me","source_url":"https://me.go.kr/home/web/law/read.do?menuId=71&condition.typeCode=admrul&typeCode=admrul&lawSeq=513","doc_type":"notification","is_synthetic":false}	O	2026-07-14 02:00:29	전기안전관리자 선임·해임 신고 및 위탁업무 수행기관 지정	산업통상부	NULL	NULL	2021-12-02	공개	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	me	notification		NULL
20089	me::https://me.go.kr/home/web/law/read.do?menuId=71&condition.typeCode=admrul&typeCode=admrul&lawSeq=514	{"title":"대암댐 안전성 강화사업 실시계획 변경(1회) 승인 고시","ordering_agency":"낙동강유역환경청","department":null,"unit_task":null,"production_date":"2021-12-02","disclosure_status":"공개","subject_category":null,"content_summary":null,"body_text":null,"body_file_path":null,"table_of_contents":null,"other_file_paths":[],"non_disclosure_reason":null,"cso_classification":"O","cso_sub_clause":null,"performing_agency":null,"start_date":null,"end_date":null,"source":"me","source_url":"https://me.go.kr/home/web/law/read.do?menuId=71&condition.typeCode=admrul&typeCode=admrul&lawSeq=514","doc_type":"notification","is_synthetic":false}	O	2026-07-14 02:00:28	대암댐 안전성 강화사업 실시계획 변경(1회) 승인 고시	낙동강유역환경청	NULL	NULL	2021-12-02	공개	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	me	notification		NULL
20088	korea_kr::https://www.korea.kr/briefing/pressReleaseView.do?newsId=156769946	{"title":"비상경제본부 회의 겸 경제·산업경쟁력강화 관계장관회의 개최","ordering_agency":"재정경제부","department":null,"unit_task":null,"production_date":"2026-07-08","disclosure_status":"공개","subject_category":null,"content_summary":null,"body_text":"구윤철 부총리 겸 재정경제부장관은 7.8일(수) 08:30 정부서울청사에서 비상경제본부 회의 겸 경제·산업경쟁력강화 관계장관회의를 주재하였습니다. ※ 자세한 내용은 별도 첨부자료를 참고하여 주시기 바랍니다.문의. 재정경제부 정책조정관 정책조정총괄과 임강빈 (044-215-4513)","body_file_path":"korea_kr/press_release/156769946_260708 비상경제본부 회의 겸 경제관계장관회의 보도자료★.hwp","table_of_contents":null,"other_file_paths":["korea_kr/press_release/156769946_260708 비상경제본부 회의 겸 경제관계장관회의 보도자료★.pdf","korea_kr/press_release/156769946_(별첨1) 부총리 모두말씀★.hwp","korea_kr/press_release/156769946_(별첨1) 부총리 모두말씀★.pdf","korea_kr/press_release/156769946_(별첨2) 중소기업 재도약 지원대책★.hwp","korea_kr/press_release/156769946_(별첨2) 중소기업 재도약 지원대책★.pdf"],"non_disclosure_reason":null,"cso_classification":"O","cso_sub_clause":null,"performing_agency":null,"start_date":null,"end_date":null,"source":"korea_kr","source_url":"https://www.korea.kr/briefing/pressReleaseView.do?newsId=156769946","doc_type":"press_release","is_synthetic":false}	O	2026-07-14 02:00:27	비상경제본부 회의 겸 경제·산업경쟁력강화 관계장관회의 개최	재정경제부	NULL	NULL	2026-07-08	공개	NULL	NULL	구윤철 부총리 겸 재정경제부장관은 7.8일(수) 08:30 정부서울청사에서 비상경제본부 회의 겸 경제·산업경쟁력강화 관계장관회의를 주재하였습니다. ※ 자세한 내용은 별도 첨부자료를 참고하여 주시기 바랍니다.문의. 재정경제부 정책조정관 정책조정총괄과 임강빈 (044-215-4513)	korea_kr/press_release/156769946_260708 비상경제본부 회의 겸 경제관계장관회의 보도자료★.hwp	NULL	NULL	NULL	NULL	NULL	korea_kr	press_release	korea_kr/press_release/156769946_260708 비상경제본부 회의 겸 경제관계장관회의 보도자료★.pdf|korea_kr/press_release/156769946_(별첨1) 부총리 모두말씀★.hwp|korea_kr/press_release/156769946_(별첨1) 부총리 모두말씀★.pdf|korea_kr/press_release/156769946_(별첨2) 중소기업 재도약 지원대책★.hwp|korea_kr/press_release/156769946_(별첨2) 중소기업 재도약 지원대책★.pdf	NULL
20087	moel::https://www.moel.go.kr/info/lawinfo/instruction/view.do?bbs_seq=20220700009	{"title":"항공기취급업 등 특별고용지원업종 지정 고시 일부개정","ordering_agency":"고용노동부","department":"지역산업고용정책과","unit_task":null,"production_date":"2022-07-01","disclosure_status":"공개","subject_category":null,"content_summary":null,"body_text":"항공기취급업 등 특별고용지원 업종 지정 고시를 일부 개정합니다. (개정 주요내용) 항공기취급업, 공항버스, 면세점업의 유급고용유지지원금 지원기간을 현행 180일에서 90일 추가 연장(22년)","body_file_path":"moel/notification/20220700009_항공기취급업 등 특별고용지원 업종 지정 고시(제2022-59호).hwp","table_of_contents":null,"other_file_paths":[],"non_disclosure_reason":null,"cso_classification":"O","cso_sub_clause":null,"performing_agency":null,"start_date":null,"end_date":null,"source":"moel","source_url":"https://www.moel.go.kr/info/lawinfo/instruction/view.do?bbs_seq=20220700009","doc_type":"notification","is_synthetic":false}	O	2026-07-14 02:00:27	항공기취급업 등 특별고용지원업종 지정 고시 일부개정	고용노동부	지역산업고용정책과	NULL	2022-07-01	공개	NULL	NULL	항공기취급업 등 특별고용지원 업종 지정 고시를 일부 개정합니다. (개정 주요내용) 항공기취급업, 공항버스, 면세점업의 유급고용유지지원금 지원기간을 현행 180일에서 90일 추가 연장(22년)	moel/notification/20220700009_항공기취급업 등 특별고용지원 업종 지정 고시(제2022-59호).hwp	NULL	NULL	NULL	NULL	NULL	moel	notification		NULL
20086	me::https://me.go.kr/home/web/law/read.do?menuId=71&condition.typeCode=admrul&typeCode=admrul&lawSeq=515	{"title":"남강수력 현대화사업 준공 고시","ordering_agency":"낙동강유역환경청","department":null,"unit_task":null,"production_date":"2021-12-03","disclosure_status":"공개","subject_category":null,"content_summary":null,"body_text":null,"body_file_path":null,"table_of_contents":null,"other_file_paths":[],"non_disclosure_reason":null,"cso_classification":"O","cso_sub_clause":null,"performing_agency":null,"start_date":null,"end_date":null,"source":"me","source_url":"https://me.go.kr/home/web/law/read.do?menuId=71&condition.typeCode=admrul&typeCode=admrul&lawSeq=515","doc_type":"notification","is_synthetic":false}	O	2026-07-14 02:00:27	남강수력 현대화사업 준공 고시	낙동강유역환경청	NULL	NULL	2021-12-03	공개	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	me	notification		NULL
20085	me::https://me.go.kr/home/web/law/read.do?menuId=71&condition.typeCode=admrul&typeCode=admrul&lawSeq=516	{"title":"(환경부) 제3종시설물의 고시","ordering_agency":"기후에너지환경부","department":null,"unit_task":null,"production_date":"2021-12-03","disclosure_status":"공개","subject_category":null,"content_summary":null,"body_text":null,"body_file_path":null,"table_of_contents":null,"other_file_paths":[],"non_disclosure_reason":null,"cso_classification":"O","cso_sub_clause":null,"performing_agency":null,"start_date":null,"end_date":null,"source":"me","source_url":"https://me.go.kr/home/web/law/read.do?menuId=71&condition.typeCode=admrul&typeCode=admrul&lawSeq=516","doc_type":"notification","is_synthetic":false}	O	2026-07-14 02:00:26	(환경부) 제3종시설물의 고시	기후에너지환경부	NULL	NULL	2021-12-03	공개	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	me	notification		NULL
20084	moel::https://www.moel.go.kr/info/lawinfo/instruction/view.do?bbs_seq=20220700010	{"title":"영화업 등 특별고용지원업종 지정 고시 일부개정","ordering_agency":"고용노동부","department":"지역산업고용정책과","unit_task":null,"production_date":"2022-07-01","disclosure_status":"공개","subject_category":null,"content_summary":null,"body_text":"영화업 등 특별고용지원 업종 지정 고시를 일부 개정합니다. (개정 주요내용) 항공기부품제조업, 외국인전용카지노의 유급고용유지지원금 지원기간을 현행 180일에서 90일 추가 연장(22년)","body_file_path":"moel/notification/20220700010_영화업 등 특별고용지원 업종 지정 고시(제2022-60호).hwp","table_of_contents":null,"other_file_paths":[],"non_disclosure_reason":null,"cso_classification":"O","cso_sub_clause":null,"performing_agency":null,"start_date":null,"end_date":null,"source":"moel","source_url":"https://www.moel.go.kr/info/lawinfo/instruction/view.do?bbs_seq=20220700010","doc_type":"notification","is_synthetic":false}	O	2026-07-14 02:00:26	영화업 등 특별고용지원업종 지정 고시 일부개정	고용노동부	지역산업고용정책과	NULL	2022-07-01	공개	NULL	NULL	영화업 등 특별고용지원 업종 지정 고시를 일부 개정합니다. (개정 주요내용) 항공기부품제조업, 외국인전용카지노의 유급고용유지지원금 지원기간을 현행 180일에서 90일 추가 연장(22년)	moel/notification/20220700010_영화업 등 특별고용지원 업종 지정 고시(제2022-60호).hwp	NULL	NULL	NULL	NULL	NULL	moel	notification		NULL
20083	me::https://me.go.kr/home/web/law/read.do?menuId=71&condition.typeCode=admrul&typeCode=admrul&lawSeq=517	{"title":"원자력발전 감축을 위하여 발전사업등을 중단한 사업자에 대한 비용보전에 관한 규정","ordering_agency":"산업통상부","department":null,"unit_task":null,"production_date":"2021-12-09","disclosure_status":"공개","subject_category":null,"content_summary":null,"body_text":null,"body_file_path":null,"table_of_contents":null,"other_file_paths":[],"non_disclosure_reason":null,"cso_classification":"O","cso_sub_clause":null,"performing_agency":null,"start_date":null,"end_date":null,"source":"me","source_url":"https://me.go.kr/home/web/law/read.do?menuId=71&condition.typeCode=admrul&typeCode=admrul&lawSeq=517","doc_type":"notification","is_synthetic":false}	O	2026-07-14 02:00:25	원자력발전 감축을 위하여 발전사업등을 중단한 사업자에 대한 비용보전에 관한 규정	산업통상부	NULL	NULL	2021-12-09	공개	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	me	notification		NULL
20082	moel::https://www.moel.go.kr/info/lawinfo/instruction/view.do?bbs_seq=20220700424	{"title":"2023년 적용 최저임금안 고시","ordering_agency":"고용노동부","department":"근로기준정책과","unit_task":null,"production_date":"2022-07-08","disclosure_status":"공개","subject_category":null,"content_summary":null,"body_text":"최저임금법 제9조제1항 및 같은 법 시행령 제8조에 따라 2023년 적용 최저임금안을 붙임과 같이 고시합니다. - '23년 적용 최저임금액, 결정단위, 사업의 종류별 구분 여부, 적용 기간, 이의 제기 할 수 있는 노사단체 대표자 범위 및 방법 등","body_file_path":"moel/notification/20220700424_2023년 적용 최저임금안 고시.pdf","table_of_contents":null,"other_file_paths":[],"non_disclosure_reason":null,"cso_classification":"O","cso_sub_clause":null,"performing_agency":null,"start_date":null,"end_date":null,"source":"moel","source_url":"https://www.moel.go.kr/info/lawinfo/instruction/view.do?bbs_seq=20220700424","doc_type":"notification","is_synthetic":false}	O	2026-07-14 02:00:24	2023년 적용 최저임금안 고시	고용노동부	근로기준정책과	NULL	2022-07-08	공개	NULL	NULL	최저임금법 제9조제1항 및 같은 법 시행령 제8조에 따라 2023년 적용 최저임금안을 붙임과 같이 고시합니다. - '23년 적용 최저임금액, 결정단위, 사업의 종류별 구분 여부, 적용 기간, 이의 제기 할 수 있는 노사단체 대표자 범위 및 방법 등	moel/notification/20220700424_2023년 적용 최저임금안 고시.pdf	NULL	NULL	NULL	NULL	NULL	moel	notification		NULL
20081	me::https://me.go.kr/home/web/law/read.do?menuId=71&condition.typeCode=admrul&typeCode=admrul&lawSeq=518	{"title":"2025 광역상수도 및 공업용수도 수도정비기본계획 부분변경","ordering_agency":"기후에너지환경부","department":null,"unit_task":null,"production_date":"2021-12-13","disclosure_status":"공개","subject_category":null,"content_summary":null,"body_text":null,"body_file_path":null,"table_of_contents":null,"other_file_paths":[],"non_disclosure_reason":null,"cso_classification":"O","cso_sub_clause":null,"performing_agency":null,"start_date":null,"end_date":null,"source":"me","source_url":"https://me.go.kr/home/web/law/read.do?menuId=71&condition.typeCode=admrul&typeCode=admrul&lawSeq=518","doc_type":"notification","is_synthetic":false}	O	2026-07-14 02:00:24	2025 광역상수도 및 공업용수도 수도정비기본계획 부분변경	기후에너지환경부	NULL	NULL	2021-12-13	공개	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	me	notification		NULL
20080	me::https://me.go.kr/home/web/law/read.do?menuId=71&condition.typeCode=admrul&typeCode=admrul&lawSeq=519	{"title":"국립생물자원관 기록물관리 및 기록관 운영에 관한 규정","ordering_agency":"국립생물자원관","department":null,"unit_task":null,"production_date":"2021-12-14","disclosure_status":"공개","subject_category":null,"content_summary":null,"body_text":null,"body_file_path":null,"table_of_contents":null,"other_file_paths":[],"non_disclosure_reason":null,"cso_classification":"O","cso_sub_clause":null,"performing_agency":null,"start_date":null,"end_date":null,"source":"me","source_url":"https://me.go.kr/home/web/law/read.do?menuId=71&condition.typeCode=admrul&typeCode=admrul&lawSeq=519","doc_type":"regulation","is_synthetic":false}	O	2026-07-14 02:00:23	국립생물자원관 기록물관리 및 기록관 운영에 관한 규정	국립생물자원관	NULL	NULL	2021-12-14	공개	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	me	regulation		NULL
20079	moel::https://www.moel.go.kr/info/lawinfo/instruction/view.do?bbs_seq=20220700428	{"title":"민간직업상담원 보수의 지급기준","ordering_agency":"고용노동부","department":"고용서비스정책과","unit_task":null,"production_date":"2022-07-08","disclosure_status":"공개","subject_category":null,"content_summary":null,"body_text":"고용노동부고시 제2022-314호 「직업안정법」제4조의4 및 「직업안정법 시행령」제2조의4제2항에 따라 민간직업상담원 보수의 지급기준을 다음과 같이 개정하여 고시합니다. 2022년 7월 8일 고 용 노 동 부 장 관","body_file_path":"moel/notification/20220700428_민간직업상담원 보수의 지급기준 고시.pdf","table_of_contents":null,"other_file_paths":[],"non_disclosure_reason":null,"cso_classification":"O","cso_sub_clause":null,"performing_agency":null,"start_date":null,"end_date":null,"source":"moel","source_url":"https://www.moel.go.kr/info/lawinfo/instruction/view.do?bbs_seq=20220700428","doc_type":"notification","is_synthetic":false}	O	2026-07-14 02:00:23	민간직업상담원 보수의 지급기준	고용노동부	고용서비스정책과	NULL	2022-07-08	공개	NULL	NULL	고용노동부고시 제2022-314호 「직업안정법」제4조의4 및 「직업안정법 시행령」제2조의4제2항에 따라 민간직업상담원 보수의 지급기준을 다음과 같이 개정하여 고시합니다. 2022년 7월 8일 고 용 노 동 부 장 관	moel/notification/20220700428_민간직업상담원 보수의 지급기준 고시.pdf	NULL	NULL	NULL	NULL	NULL	moel	notification		NULL
20078	me::https://me.go.kr/home/web/law/read.do?menuId=71&condition.typeCode=admrul&typeCode=admrul&lawSeq=520	{"title":"먹는물수질검사기관 바이러스 및 원생동물 분야 지정 등에 관한 규정","ordering_agency":"국립환경과학원","department":null,"unit_task":null,"production_date":"2021-12-20","disclosure_status":"공개","subject_category":null,"content_summary":null,"body_text":null,"body_file_path":null,"table_of_contents":null,"other_file_paths":[],"non_disclosure_reason":null,"cso_classification":"O","cso_sub_clause":null,"performing_agency":null,"start_date":null,"end_date":null,"source":"me","source_url":"https://me.go.kr/home/web/law/read.do?menuId=71&condition.typeCode=admrul&typeCode=admrul&lawSeq=520","doc_type":"notification","is_synthetic":false}	O	2026-07-14 02:00:22	먹는물수질검사기관 바이러스 및 원생동물 분야 지정 등에 관한 규정	국립환경과학원	NULL	NULL	2021-12-20	공개	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	me	notification		NULL
20077	me::https://me.go.kr/home/web/law/read.do?menuId=71&condition.typeCode=admrul&typeCode=admrul&lawSeq=521	{"title":"국립야생동물질병관리원 연구실안전관리에 관한 규정","ordering_agency":"국립야생동물질병관리원","department":null,"unit_task":null,"production_date":"2021-12-21","disclosure_status":"공개","subject_category":null,"content_summary":null,"body_text":null,"body_file_path":null,"table_of_contents":null,"other_file_paths":[],"non_disclosure_reason":null,"cso_classification":"O","cso_sub_clause":null,"performing_agency":null,"start_date":null,"end_date":null,"source":"me","source_url":"https://me.go.kr/home/web/law/read.do?menuId=71&condition.typeCode=admrul&typeCode=admrul&lawSeq=521","doc_type":"regulation","is_synthetic":false}	O	2026-07-14 02:00:21	국립야생동물질병관리원 연구실안전관리에 관한 규정	국립야생동물질병관리원	NULL	NULL	2021-12-21	공개	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	me	regulation		NULL
20076	moel::https://www.moel.go.kr/info/lawinfo/instruction/view.do?bbs_seq=20220700528	{"title":"사업주 및 장애인 등에 대한 융자지원규정","ordering_agency":"고용노동부","department":"장애인고용과","unit_task":null,"production_date":"2022-07-11","disclosure_status":"공개","subject_category":null,"content_summary":null,"body_text":"고용노동부고시 제2022-62호 「사업주 및 장애인 등에 대한 융자지원규정」(고시)을 다음과 같이 개정·고시합니다. 2022년 7월 11일 고 용 노 동 부 장 관","body_file_path":"moel/notification/20220700528_★사업주 및 장애인 등에 대한 융자지원규정 일부개정(장애인고용과)_220711.hwp","table_of_contents":null,"other_file_paths":[],"non_disclosure_reason":null,"cso_classification":"O","cso_sub_clause":null,"performing_agency":null,"start_date":null,"end_date":null,"source":"moel","source_url":"https://www.moel.go.kr/info/lawinfo/instruction/view.do?bbs_seq=20220700528","doc_type":"notification","is_synthetic":false}	O	2026-07-14 02:00:21	사업주 및 장애인 등에 대한 융자지원규정	고용노동부	장애인고용과	NULL	2022-07-11	공개	NULL	NULL	고용노동부고시 제2022-62호 「사업주 및 장애인 등에 대한 융자지원규정」(고시)을 다음과 같이 개정·고시합니다. 2022년 7월 11일 고 용 노 동 부 장 관	moel/notification/20220700528_★사업주 및 장애인 등에 대한 융자지원규정 일부개정(장애인고용과)_220711.hwp	NULL	NULL	NULL	NULL	NULL	moel	notification		NULL
20075	me::https://me.go.kr/home/web/law/read.do?menuId=71&condition.typeCode=admrul&typeCode=admrul&lawSeq=522	{"title":"실내공기 중 오염물질의 위해성평가를 위한 절차와 방법 등에 관한 지침","ordering_agency":"국립환경과학원","department":null,"unit_task":null,"production_date":"2021-12-27","disclosure_status":"공개","subject_category":null,"content_summary":null,"body_text":null,"body_file_path":null,"table_of_contents":null,"other_file_paths":[],"non_disclosure_reason":null,"cso_classification":"O","cso_sub_clause":null,"performing_agency":null,"start_date":null,"end_date":null,"source":"me","source_url":"https://me.go.kr/home/web/law/read.do?menuId=71&condition.typeCode=admrul&typeCode=admrul&lawSeq=522","doc_type":"notification","is_synthetic":false}	O	2026-07-14 02:00:20	실내공기 중 오염물질의 위해성평가를 위한 절차와 방법 등에 관한 지침	국립환경과학원	NULL	NULL	2021-12-27	공개	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	me	notification		NULL
20074	moel::https://www.moel.go.kr/info/lawinfo/instruction/view.do?bbs_seq=20220700542	{"title":"사전지정운용방법의 승인 요건 및 가입자에 대한 정보제공 사항과 수수료 부과기준에 대한 고시","ordering_agency":"고용노동부","department":"퇴직연금복지과","unit_task":null,"production_date":"2022-07-12","disclosure_status":"공개","subject_category":null,"content_summary":null,"body_text":"고시 제2022-63호 「근로자퇴직급여 보장법」이 개정(법률 제18752호, 2022. 1. 11. 공포, 7. 12. 시행)됨에 따라, 사전지정운용방법의 승인 요건, 가입자에 대한 정보의 제공 사항 및 수수료의 부과기준 등 시행령에서 위임된 사항과 그 시행에 필요한 사항을 다음과 같이 제정하여 고시합니다. 2022년 7월 12일 고 용 노 동 부 장 관","body_file_path":"moel/notification/20220700542_사전지정운용방법의 승인요건 및 가입자에 대한 정보제공사항과 수수료 부과기준에 대한 고시(공고).hwp","table_of_contents":null,"other_file_paths":[],"non_disclosure_reason":null,"cso_classification":"O","cso_sub_clause":null,"performing_agency":null,"start_date":null,"end_date":null,"source":"moel","source_url":"https://www.moel.go.kr/info/lawinfo/instruction/view.do?bbs_seq=20220700542","doc_type":"notification","is_synthetic":false}	O	2026-07-14 02:00:19	사전지정운용방법의 승인 요건 및 가입자에 대한 정보제공 사항과 수수료 부과기준에 대한 고시	고용노동부	퇴직연금복지과	NULL	2022-07-12	공개	NULL	NULL	고시 제2022-63호 「근로자퇴직급여 보장법」이 개정(법률 제18752호, 2022. 1. 11. 공포, 7. 12. 시행)됨에 따라, 사전지정운용방법의 승인 요건, 가입자에 대한 정보의 제공 사항 및 수수료의 부과기준 등 시행령에서 위임된 사항과 그 시행에 필요한 사항을 다음과 같이 제정하여 고시합니다. 2022년 7월 12일 고 용 노 동 부 장 관	moel/notification/20220700542_사전지정운용방법의 승인요건 및 가입자에 대한 정보제공사항과 수수료 부과기준에 대한 고시(공고).hwp	NULL	NULL	NULL	NULL	NULL	moel	notification		NULL
20073	me::https://me.go.kr/home/web/law/read.do?menuId=71&condition.typeCode=admrul&typeCode=admrul&lawSeq=524	{"title":"정수기의 품질검사, 먹는샘물·수처리제·정수기 또는 그 용기의 자가기준과 자가규격검사, 먹는샘물·수처리제·정수기의 자가품질검사 수수료에 관한 고시","ordering_agency":"국립환경과학원","department":null,"unit_task":null,"production_date":"2021-12-29","disclosure_status":"공개","subject_category":null,"content_summary":null,"body_text":null,"body_file_path":null,"table_of_contents":null,"other_file_paths":[],"non_disclosure_reason":null,"cso_classification":"O","cso_sub_clause":null,"performing_agency":null,"start_date":null,"end_date":null,"source":"me","source_url":"https://me.go.kr/home/web/law/read.do?menuId=71&condition.typeCode=admrul&typeCode=admrul&lawSeq=524","doc_type":"notification","is_synthetic":false}	O	2026-07-14 02:00:19	정수기의 품질검사, 먹는샘물·수처리제·정수기 또는 그 용기의 자가기준과 자가규격검사, 먹는샘물·수처리제·정수기의 자가품질검사 수수료에 관한 고시	국립환경과학원	NULL	NULL	2021-12-29	공개	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	me	notification		NULL
20072	me::https://me.go.kr/home/web/law/read.do?menuId=71&condition.typeCode=admrul&typeCode=admrul&lawSeq=523	{"title":"영산강상류 단위유역 공공하수처리시설 방류수수질기준 강화지역(시설)","ordering_agency":"영산강유역환경청","department":null,"unit_task":null,"production_date":"2021-12-29","disclosure_status":"공개","subject_category":null,"content_summary":null,"body_text":null,"body_file_path":null,"table_of_contents":null,"other_file_paths":[],"non_disclosure_reason":null,"cso_classification":"O","cso_sub_clause":null,"performing_agency":null,"start_date":null,"end_date":null,"source":"me","source_url":"https://me.go.kr/home/web/law/read.do?menuId=71&condition.typeCode=admrul&typeCode=admrul&lawSeq=523","doc_type":"notification","is_synthetic":false}	O	2026-07-14 02:00:18	영산강상류 단위유역 공공하수처리시설 방류수수질기준 강화지역(시설)	영산강유역환경청	NULL	NULL	2021-12-29	공개	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	me	notification		NULL
20071	me::https://me.go.kr/home/web/law/read.do?menuId=71&condition.typeCode=admrul&typeCode=admrul&lawSeq=525	{"title":"대암댐 안전성 강화사업 준공 고시","ordering_agency":"낙동강유역환경청","department":null,"unit_task":null,"production_date":"2021-12-30","disclosure_status":"공개","subject_category":null,"content_summary":null,"body_text":null,"body_file_path":null,"table_of_contents":null,"other_file_paths":[],"non_disclosure_reason":null,"cso_classification":"O","cso_sub_clause":null,"performing_agency":null,"start_date":null,"end_date":null,"source":"me","source_url":"https://me.go.kr/home/web/law/read.do?menuId=71&condition.typeCode=admrul&typeCode=admrul&lawSeq=525","doc_type":"notification","is_synthetic":false}	O	2026-07-14 02:00:18	대암댐 안전성 강화사업 준공 고시	낙동강유역환경청	NULL	NULL	2021-12-30	공개	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	me	notification		NULL
20070	moel::https://www.moel.go.kr/info/lawinfo/instruction/view.do?bbs_seq=20220700704	{"title":"국민내일배움카드 운영규정 일부개정","ordering_agency":"고용노동부","department":"인적자원개발과","unit_task":null,"production_date":"2022-07-14","disclosure_status":"공개","subject_category":null,"content_summary":null,"body_text":"고용노동부고시 제2022-64호 「국민내일배움카드 운영규정」을 다음과 같이 개정·고시합니다. 2022년 7월14일 ○ 시행일: 2022.7.14.","body_file_path":"moel/notification/20220700704_220714 국민내일배움카드 운영규정 신구조문대비표.hwp","table_of_contents":null,"other_file_paths":["moel/notification/20220700704_220714 국민내일배움카드 운영규정 일부개정고시(고용노동부 제2022-64호).hwp"],"non_disclosure_reason":null,"cso_classification":"O","cso_sub_clause":null,"performing_agency":null,"start_date":null,"end_date":null,"source":"moel","source_url":"https://www.moel.go.kr/info/lawinfo/instruction/view.do?bbs_seq=20220700704","doc_type":"notification","is_synthetic":false}	O	2026-07-14 02:00:17	국민내일배움카드 운영규정 일부개정	고용노동부	인적자원개발과	NULL	2022-07-14	공개	NULL	NULL	고용노동부고시 제2022-64호 「국민내일배움카드 운영규정」을 다음과 같이 개정·고시합니다. 2022년 7월14일 ○ 시행일: 2022.7.14.	moel/notification/20220700704_220714 국민내일배움카드 운영규정 신구조문대비표.hwp	NULL	NULL	NULL	NULL	NULL	moel	notification	moel/notification/20220700704_220714 국민내일배움카드 운영규정 일부개정고시(고용노동부 제2022-64호).hwp	NULL
20069	me::https://me.go.kr/home/web/law/read.do?menuId=71&condition.typeCode=admrul&typeCode=admrul&lawSeq=526	{"title":"전원개발사업 실시계획 변경 승인(서천화력 1,2호기 발전소 전원개발사업구역 해제)","ordering_agency":"산업통상부","department":null,"unit_task":null,"production_date":"2021-12-31","disclosure_status":"공개","subject_category":null,"content_summary":null,"body_text":null,"body_file_path":null,"table_of_contents":null,"other_file_paths":[],"non_disclosure_reason":null,"cso_classification":"O","cso_sub_clause":null,"performing_agency":null,"start_date":null,"end_date":null,"source":"me","source_url":"https://me.go.kr/home/web/law/read.do?menuId=71&condition.typeCode=admrul&typeCode=admrul&lawSeq=526","doc_type":"notification","is_synthetic":false}	O	2026-07-14 02:00:17	전원개발사업 실시계획 변경 승인(서천화력 1,2호기 발전소 전원개발사업구역 해제)	산업통상부	NULL	NULL	2021-12-31	공개	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	me	notification		NULL
20068	me::https://me.go.kr/home/web/law/read.do?menuId=71&condition.typeCode=admrul&typeCode=admrul&lawSeq=527	{"title":"전원개발사업 실시계획(변경) (345kV 광양CC-신여수 송전선로 건설공사)","ordering_agency":"산업통상부","department":null,"unit_task":null,"production_date":"2021-12-31","disclosure_status":"공개","subject_category":null,"content_summary":null,"body_text":null,"body_file_path":null,"table_of_contents":null,"other_file_paths":[],"non_disclosure_reason":null,"cso_classification":"O","cso_sub_clause":null,"performing_agency":null,"start_date":null,"end_date":null,"source":"me","source_url":"https://me.go.kr/home/web/law/read.do?menuId=71&condition.typeCode=admrul&typeCode=admrul&lawSeq=527","doc_type":"notification","is_synthetic":false}	O	2026-07-14 02:00:16	전원개발사업 실시계획(변경) (345kV 광양CC-신여수 송전선로 건설공사)	산업통상부	NULL	NULL	2021-12-31	공개	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	me	notification		NULL
